,0,1,n,p_0,p_1,boundary,isArtifact,max_p,diff
tired,129,6,135,0.9555555555555556,0.044444444444444446,0.7078801947964825,True,0.9555555555555556,0.24767536075907315
rare,14,171,185,0.07567567567567568,0.9243243243243243,0.6775800341447016,True,0.9243243243243243,0.24674429017962274
engrossing,4,116,120,0.03333333333333333,0.9666666666666667,0.7204902431224598,True,0.9666666666666667,0.24617642354420688
inventive,3,109,112,0.026785714285714284,0.9732142857142857,0.7282290844247479,True,0.9732142857142857,0.24498520128953782
rich,14,169,183,0.07650273224043716,0.9234972677595629,0.6785477799159625,True,0.9234972677595629,0.24494948784360038
shallow,102,2,104,0.9807692307692307,0.019230769230769232,0.7368445140208464,True,0.9807692307692307,0.24392471674838434
excellent,7,129,136,0.051470588235294115,0.9485294117647058,0.7071145192858319,True,0.9485294117647058,0.24141489247887393
perfect,18,184,202,0.0891089108910891,0.9108910891089109,0.6699434046367366,True,0.9108910891089109,0.2409476844721743
playful,0,83,83,0.0,1.0,0.7651190611705501,True,1.0,0.23488093882944994
fun,84,441,525,0.16,0.84,0.605414498663624,True,0.84,0.234585501336376
heartwarming,0,81,81,0.0,1.0,0.7683721774843768,True,1.0,0.2316278225156232
love,143,634,777,0.18404118404118405,0.8159588159588159,0.5866501841380086,True,0.8159588159588159,0.2293086318208073
gorgeous,10,133,143,0.06993006993006994,0.9300699300699301,0.7019816802165635,True,0.9300699300699301,0.22808824985336662
impressive,7,118,125,0.056,0.944,0.7160354355648938,True,0.944,0.22796456443510615
loud,96,3,99,0.9696969696969697,0.030303030303030304,0.74275176824173,True,0.9696969696969697,0.22694520145523978
performances,102,481,583,0.17495711835334476,0.8250428816466552,0.6000335593556765,True,0.8250428816466552,0.2250093222909787
engaging,28,209,237,0.11814345991561181,0.8818565400843882,0.6568938160832519,True,0.8818565400843882,0.22496272400113626
captures,2,89,91,0.02197802197802198,0.978021978021978,0.753197435829424,True,0.978021978021978,0.224824542192554
warm,6,110,116,0.05172413793103448,0.9482758620689655,0.724259580148729,True,0.9482758620689655,0.22401628192023648
poor,88,2,90,0.9777777777777777,0.022222222222222223,0.7546002024408764,True,0.9777777777777777,0.2231775753369013
tiresome,76,0,76,1.0,0.0,0.7770596002160852,True,1.0,0.22294039978391478
lack,146,14,160,0.9125,0.0875,0.6909501518306573,True,0.9125,0.22154984816934264
heartfelt,3,92,95,0.031578947368421054,0.968421052631579,0.7478096399608328,True,0.968421052631579,0.22061141267074613
wonderfully,0,74,74,0.0,1.0,0.7807786874338638,True,1.0,0.2192213125661362
minutes,335,64,399,0.8395989974937343,0.16040100250626566,0.6209187228575632,True,0.8395989974937343,0.21868027463617112
devoid,79,1,80,0.9875,0.0125,0.7700442944561172,True,0.9875,0.21745570554388283
intriguing,16,151,167,0.09580838323353294,0.9041916167664671,0.686905363312867,True,0.9041916167664671,0.2172862534536001
tedious,100,5,105,0.9523809523809523,0.047619047619047616,0.735713984825924,True,0.9523809523809523,0.21666696755502834
witty,4,94,98,0.04081632653061224,0.9591836734693877,0.7439871541755746,True,0.9591836734693877,0.21519651929381312
intelligent,30,205,235,0.1276595744680851,0.8723404255319149,0.6575600348595859,True,0.8723404255319149,0.214780390672329
no,834,223,1057,0.7890255439924314,0.2109744560075686,0.5742920779443074,True,0.7890255439924314,0.21473346604812404
spirit,22,173,195,0.11282051282051282,0.8871794871794871,0.6729667772674215,True,0.8871794871794871,0.21421270991206565
warmth,10,122,132,0.07575757575757576,0.9242424242424242,0.7102291981109307,True,0.9242424242424242,0.21401322613149354
unnecessary,71,0,71,1.0,0.0,0.7866492600272034,True,1.0,0.21335073997279663
detailed,0,71,71,0.0,1.0,0.7866492600272034,True,1.0,0.21335073997279663
adventure,14,139,153,0.0915032679738562,0.9084967320261438,0.695269441425605,True,0.9084967320261438,0.2132272906005388
waste,107,7,114,0.9385964912280702,0.06140350877192982,0.7262182162896362,True,0.9385964912280702,0.21237827493843398
intense,3,87,90,0.03333333333333333,0.9666666666666667,0.7546002024408764,True,0.9666666666666667,0.21206646422579023
suffers,70,0,70,1.0,0.0,0.7886894940308252,True,1.0,0.21131050596917478
vivid,2,81,83,0.024096385542168676,0.9759036144578314,0.7651190611705501,True,0.9759036144578314,0.2107845532872813
striking,2,81,83,0.024096385542168676,0.9759036144578314,0.7651190611705501,True,0.9759036144578314,0.2107845532872813
gentle,14,137,151,0.09271523178807947,0.9072847682119205,0.696558362622864,True,0.9072847682119205,0.21072640558905653
appealing,9,115,124,0.07258064516129033,0.9274193548387096,0.7169047969669913,True,0.9274193548387096,0.21051455787171836
sweet,47,262,309,0.15210355987055016,0.8478964401294499,0.6374044378421563,True,0.8478964401294499,0.2104920022872936
depressing,86,3,89,0.9662921348314607,0.033707865168539325,0.756026545267517,True,0.9662921348314607,0.2102655895639437
extraordinary,1,75,76,0.013157894736842105,0.9868421052631579,0.7770596002160852,True,0.9868421052631579,0.20978250504707263
compelling,58,296,354,0.1638418079096045,0.8361581920903954,0.6283743827238492,True,0.8361581920903954,0.20778380936654628
treat,1,74,75,0.013333333333333334,0.9866666666666667,0.7789005480444997,True,0.9866666666666667,0.20776611862216698
mesmerizing,0,68,68,0.0,1.0,0.7929041621384075,True,1.0,0.20709583786159247
nice,8,108,116,0.06896551724137931,0.9310344827586207,0.724259580148729,True,0.9310344827586207,0.20677490260989162
refreshingly,0,67,67,0.0,1.0,0.7950819182356224,True,1.0,0.20491808176437765
grace,3,83,86,0.03488372093023256,0.9651162790697675,0.7604538453390715,True,0.9651162790697675,0.20466243373069604
beauty,15,136,151,0.09933774834437085,0.9006622516556292,0.696558362622864,True,0.9006622516556292,0.20410388903276522
performance,83,370,453,0.18322295805739514,0.8167770419426048,0.6134830235717825,True,0.8167770419426048,0.20329401837082228
creative,9,110,119,0.07563025210084033,0.9243697478991597,0.7214147345697048,True,0.9243697478991597,0.20295501332945487
unexpected,4,87,91,0.04395604395604396,0.9560439560439561,0.753197435829424,True,0.9560439560439561,0.2028465202145321
riveting,0,66,66,0.0,1.0,0.7973089831752984,True,1.0,0.2026910168247016
elegant,0,66,66,0.0,1.0,0.7973089831752984,True,1.0,0.2026910168247016
inept,66,0,66,1.0,0.0,0.7973089831752984,True,1.0,0.2026910168247016
stunning,0,66,66,0.0,1.0,0.7973089831752984,True,1.0,0.2026910168247016
great,124,493,617,0.20097244732576985,0.7990275526742301,0.5972383133888267,True,0.7990275526742301,0.20178923928540338
boring,153,20,173,0.884393063583815,0.11560693641618497,0.6836356293816797,True,0.884393063583815,0.20075743420213532
pleasant,3,81,84,0.03571428571428571,0.9642857142857143,0.7635362466590601,True,0.9642857142857143,0.20074946762665424
dazzling,0,65,65,0.0,1.0,0.7995872462486235,True,1.0,0.20041275375137646
brilliant,12,121,133,0.09022556390977443,0.9097744360902256,0.7094373715756397,True,0.9097744360902256,0.20033706451458588
funny,252,853,1105,0.22805429864253393,0.7719457013574661,0.5726605800218237,True,0.7719457013574661,0.19928512133564236
amateurish,70,1,71,0.9859154929577465,0.014084507042253521,0.7866492600272034,True,0.9859154929577465,0.19926623293054313
refreshing,2,75,77,0.025974025974025976,0.974025974025974,0.7752546324666305,True,0.974025974025974,0.1987713415593435
badly,64,0,64,1.0,0.0,0.8019186996699239,True,1.0,0.1980813003300761
ripoff,69,1,70,0.9857142857142858,0.014285714285714285,0.7886894940308252,True,0.9857142857142858,0.19702479168346054
offensive,79,3,82,0.9634146341463414,0.036585365853658534,0.7667307420406637,True,0.9634146341463414,0.19668389210567772
delivers,6,92,98,0.061224489795918366,0.9387755102040817,0.7439871541755746,True,0.9387755102040817,0.19478835602850708
fails,132,16,148,0.8918918918918919,0.10810810810810811,0.6985405138971432,True,0.8918918918918919,0.19335137799474866
listless,62,0,62,1.0,0.0,0.8067497056145017,True,1.0,0.19325029438549834
annoying,72,2,74,0.972972972972973,0.02702702702702703,0.7807786874338638,True,0.972972972972973,0.19219428553910922
cliché,90,6,96,0.9375,0.0625,0.7465155859986379,True,0.9375,0.19098441400136212
lousy,61,0,61,1.0,0.0,0.809253826393073,True,1.0,0.19074617360692703
thoughtprovoking,0,61,61,0.0,1.0,0.809253826393073,True,1.0,0.19074617360692703
worthwhile,4,80,84,0.047619047619047616,0.9523809523809523,0.7635362466590601,True,0.9523809523809523,0.18884470572189227
human,67,296,363,0.18457300275482094,0.8154269972451791,0.6267729763838635,True,0.8154269972451791,0.18865402086131555
colorful,7,93,100,0.07,0.93,0.7415349597359391,True,0.93,0.18846504026406097
energetic,3,75,78,0.038461538461538464,0.9615384615384616,0.7734844878520435,True,0.9615384615384616,0.18805397368641807
low,124,15,139,0.8920863309352518,0.1079136690647482,0.704867278978721,True,0.8920863309352518,0.18721905195653077
painfully,79,4,83,0.9518072289156626,0.04819277108433735,0.7651190611705501,True,0.9518072289156626,0.18668816774511254
predictable,176,30,206,0.8543689320388349,0.14563106796116504,0.6682853805536253,True,0.8543689320388349,0.1860835514852096
evocative,0,59,59,0.0,1.0,0.8144517337181905,True,1.0,0.18554826628180954
tender,0,59,59,0.0,1.0,0.8144517337181905,True,1.0,0.18554826628180954
bland,126,16,142,0.8873239436619719,0.11267605633802817,0.7026916355873415,True,0.8873239436619719,0.18463230807463038
smart,46,225,271,0.16974169741697417,0.8302583025830258,0.646722039051433,True,0.8302583025830258,0.1835362635315928
delightful,13,114,127,0.10236220472440945,0.8976377952755905,0.7143276187732445,True,0.8976377952755905,0.18331017650234604
amazing,1,63,64,0.015625,0.984375,0.8019186996699239,True,0.984375,0.1824563003300761
world,89,350,439,0.20273348519362186,0.7972665148063781,0.6152783466882673,True,0.7972665148063781,0.1819881681181108
mediocre,81,5,86,0.9418604651162791,0.05813953488372093,0.7604538453390715,True,0.9418604651162791,0.18140661977720762
sensitive,8,93,101,0.07920792079207921,0.9207920792079208,0.7403362676731317,True,0.9207920792079208,0.18045581153478918
originality,3,71,74,0.04054054054054054,0.9594594594594594,0.7807786874338638,True,0.9594594594594594,0.17868077202559562
bore,61,1,62,0.9838709677419355,0.016129032258064516,0.8067497056145017,True,0.9838709677419355,0.17712126212743384
exquisite,1,61,62,0.016129032258064516,0.9838709677419355,0.8067497056145017,True,0.9838709677419355,0.17712126212743384
manipulative,79,5,84,0.9404761904761905,0.05952380952380952,0.7635362466590601,True,0.9404761904761905,0.1769399438171304
good,345,996,1341,0.25727069351230425,0.7427293064876958,0.5659577163123208,True,0.7427293064876958,0.17677159017537492
drag,87,7,94,0.925531914893617,0.07446808510638298,0.7491242891859098,True,0.925531914893617,0.17640762570770718
satisfying,31,170,201,0.15422885572139303,0.845771144278607,0.6703656249263277,True,0.845771144278607,0.17540551935227933
falls,94,9,103,0.912621359223301,0.08737864077669903,0.7379914675280544,True,0.912621359223301,0.17462989169524656
vibrant,0,55,55,0.0,1.0,0.8256856732680697,True,1.0,0.17431432673193026
lame,69,3,72,0.9583333333333334,0.041666666666666664,0.7846516798715037,True,0.9583333333333334,0.17368165346182962
thin,97,10,107,0.9065420560747663,0.09345794392523364,0.7335006589569074,True,0.9065420560747663,0.17304139711785893
plot,436,127,563,0.7744227353463587,0.2255772646536412,0.6017948488706433,True,0.7744227353463587,0.17262788647571548
nt,1670,641,2311,0.7226308957161403,0.2773691042838598,0.5502435163766447,True,0.7226308957161403,0.17238737933949555
none,103,12,115,0.8956521739130435,0.10434782608695652,0.7252325113118938,True,0.8956521739130435,0.1704196626011497
empty,72,4,76,0.9473684210526315,0.05263157894736842,0.7770596002160852,True,0.9473684210526315,0.1703088208365463
nor,110,14,124,0.8870967741935484,0.11290322580645161,0.7169047969669913,True,0.8870967741935484,0.1701919772265571
works,59,248,307,0.19218241042345277,0.8078175895765473,0.6378512827219673,True,0.8078175895765473,0.16996630685457992
sexy,6,80,86,0.06976744186046512,0.9302325581395349,0.7604538453390715,True,0.9302325581395349,0.16977871280046342
holes,58,1,59,0.9830508474576272,0.01694915254237288,0.8144517337181905,True,0.9830508474576272,0.1685991137394367
repetitive,58,1,59,0.9830508474576272,0.01694915254237288,0.8144517337181905,True,0.9830508474576272,0.1685991137394367
unconvincing,53,0,53,1.0,0.0,0.8317737828265249,True,1.0,0.16822621717347508
neither,98,11,109,0.8990825688073395,0.10091743119266056,0.7313485332349149,True,0.8990825688073395,0.1677340355724246
spielberg,7,83,90,0.07777777777777778,0.9222222222222223,0.7546002024408764,True,0.9222222222222223,0.16762201978134583
tv,141,24,165,0.8545454545454545,0.14545454545454545,0.6880347111325246,True,0.8545454545454545,0.16651074341292993
meandering,66,3,69,0.9565217391304348,0.043478260869565216,0.7907739217784795,True,0.9565217391304348,0.16574781735195532
irritating,52,0,52,1.0,0.0,0.8349487239019455,True,1.0,0.16505127609805448
enjoyed,0,52,52,0.0,1.0,0.8349487239019455,True,1.0,0.16505127609805448
masterful,0,52,52,0.0,1.0,0.8349487239019455,True,1.0,0.16505127609805448
rewarding,0,52,52,0.0,1.0,0.8349487239019455,True,1.0,0.16505127609805448
nicely,6,78,84,0.07142857142857142,0.9285714285714286,0.7635362466590601,True,0.9285714285714286,0.16503518191236854
generic,78,6,84,0.9285714285714286,0.07142857142857142,0.7635362466590601,True,0.9285714285714286,0.16503518191236854
disaster,65,3,68,0.9558823529411765,0.04411764705882353,0.7929041621384075,True,0.9558823529411765,0.16297819080276899
cool,12,99,111,0.10810810810810811,0.8918918918918919,0.7292548382871245,True,0.8918918918918919,0.16263705360476743
delightfully,1,56,57,0.017543859649122806,0.9824561403508771,0.8199208695326539,True,0.9824561403508771,0.16253527081822328
ages,4,69,73,0.0547945205479452,0.9452054794520548,0.7826952877546551,True,0.9452054794520548,0.16251019169739966
universal,4,69,73,0.0547945205479452,0.9452054794520548,0.7826952877546551,True,0.9452054794520548,0.16251019169739966
bother,51,0,51,1.0,0.0,0.8382165937147428,True,1.0,0.16178340628525723
hearts,0,51,51,0.0,1.0,0.8382165937147428,True,1.0,0.16178340628525723
unimaginative,51,0,51,1.0,0.0,0.8382165937147428,True,1.0,0.16178340628525723
lacking,95,11,106,0.8962264150943396,0.10377358490566038,0.7345994916565487,True,0.8962264150943396,0.16162692343779095
delicate,7,80,87,0.08045977011494253,0.9195402298850575,0.7589526579344423,True,0.9195402298850575,0.16058757195061513
respect,5,72,77,0.06493506493506493,0.935064935064935,0.7752546324666305,True,0.935064935064935,0.15981030259830453
chilling,5,72,77,0.06493506493506493,0.935064935064935,0.7752546324666305,True,0.935064935064935,0.15981030259830453
accomplished,1,55,56,0.017857142857142856,0.9821428571428571,0.8227646665214725,True,0.9821428571428571,0.15937819062138459
virtually,55,1,56,0.9821428571428571,0.017857142857142856,0.8227646665214725,True,0.9821428571428571,0.15937819062138459
worthy,14,104,118,0.11864406779661017,0.8813559322033898,0.722350953267999,True,0.8813559322033898,0.15900497893539078
form,8,83,91,0.08791208791208792,0.9120879120879121,0.753197435829424,True,0.9120879120879121,0.15889047625848807
crap,50,0,50,1.0,0.0,0.8415820158458045,True,1.0,0.1584179841541955
uplifting,0,50,50,0.0,1.0,0.8415820158458045,True,1.0,0.1584179841541955
brings,7,79,86,0.08139534883720931,0.9186046511627907,0.7604538453390715,True,0.9186046511627907,0.1581508058237192
tale,77,282,359,0.21448467966573817,0.7855153203342619,0.6274772761165065,True,0.7855153203342619,0.15803804421775536
already,138,25,163,0.8466257668711656,0.15337423312883436,0.6891847812505948,True,0.8466257668711656,0.15744098562057085
provides,3,63,66,0.045454545454545456,0.9545454545454546,0.7973089831752984,True,0.9545454545454546,0.15723647137015617
yarn,3,63,66,0.045454545454545456,0.9545454545454546,0.7973089831752984,True,0.9545454545454546,0.15723647137015617
stylish,12,96,108,0.1111111111111111,0.8888888888888888,0.7324171233704164,True,0.8888888888888888,0.15647176551847242
surprising,15,106,121,0.12396694214876033,0.8760330578512396,0.719577236123581,True,0.8760330578512396,0.1564558217276586
consistently,1,54,55,0.01818181818181818,0.9818181818181818,0.8256856732680697,True,0.9818181818181818,0.15613250855011207
thoughtful,19,118,137,0.1386861313868613,0.8613138686131386,0.7063572424567091,True,0.8613138686131386,0.15495662615642958
clarity,6,74,80,0.075,0.925,0.7700442944561172,True,0.925,0.15495570554388283
joyous,0,49,49,0.0,1.0,0.8450499424799129,True,1.0,0.15495005752008706
outstanding,0,49,49,0.0,1.0,0.8450499424799129,True,1.0,0.15495005752008706
meditation,5,70,75,0.06666666666666667,0.9333333333333333,0.7789005480444997,True,0.9333333333333333,0.15443278528883364
intimate,8,81,89,0.0898876404494382,0.9101123595505618,0.756026545267517,True,0.9101123595505618,0.1540858142830448
strange,7,77,84,0.08333333333333333,0.9166666666666666,0.7635362466590601,True,0.9166666666666666,0.15313042000760657
cliches,123,21,144,0.8541666666666666,0.14583333333333334,0.7012791331132826,True,0.8541666666666666,0.15288753355338403
worth,71,260,331,0.21450151057401812,0.7854984894259819,0.6327596205566471,True,0.7854984894259819,0.15273886886933474
were,254,69,323,0.7863777089783281,0.21362229102167182,0.6343936466214495,True,0.7863777089783281,0.15198406235687867
life,202,570,772,0.2616580310880829,0.7383419689119171,0.5869303341871903,True,0.7383419689119171,0.15141163472472674
eyes,19,116,135,0.14074074074074075,0.8592592592592593,0.7078801947964825,True,0.8592592592592593,0.15137906446277682
choppy,48,0,48,1.0,0.0,0.8486256850556246,True,1.0,0.15137431494437537
deft,0,48,48,0.0,1.0,0.8486256850556246,True,1.0,0.15137431494437537
sensual,0,48,48,0.0,1.0,0.8486256850556246,True,1.0,0.15137431494437537
crisp,3,61,64,0.046875,0.953125,0.8019186996699239,True,0.953125,0.1512063003300761
failure,76,7,83,0.9156626506024096,0.08433734939759036,0.7651190611705501,True,0.9156626506024096,0.15054358943185953
obnoxious,52,1,53,0.9811320754716981,0.018867924528301886,0.8317737828265249,True,0.9811320754716981,0.1493582926451732
barely,108,17,125,0.864,0.136,0.7160354355648938,True,0.864,0.1479645644351062
delight,7,75,82,0.08536585365853659,0.9146341463414634,0.7667307420406637,True,0.9146341463414634,0.14790340430079973
wry,0,47,47,0.0,1.0,0.8523149484832706,True,1.0,0.1476850515167294
vapid,47,0,47,1.0,0.0,0.8523149484832706,True,1.0,0.1476850515167294
modern,30,146,176,0.17045454545454544,0.8295454545454546,0.6820638261812975,True,0.8295454545454546,0.14748162836415712
study,30,146,176,0.17045454545454544,0.8295454545454546,0.6820638261812975,True,0.8295454545454546,0.14748162836415712
genuinely,6,71,77,0.07792207792207792,0.922077922077922,0.7752546324666305,True,0.922077922077922,0.14682328961129154
reason,122,22,144,0.8472222222222222,0.1527777777777778,0.7012791331132826,True,0.8472222222222222,0.1459430891089396
chance,5,67,72,0.06944444444444445,0.9305555555555556,0.7846516798715037,True,0.9305555555555556,0.14590387568405183
washington,1,51,52,0.019230769230769232,0.9807692307692307,0.8349487239019455,True,0.9807692307692307,0.1458205068672852
trying,158,35,193,0.8186528497409327,0.18134715025906736,0.6738606683743806,True,0.8186528497409327,0.14479218136655203
family,78,268,346,0.2254335260115607,0.7745664739884393,0.6298499988032453,True,0.7745664739884393,0.14471647518519393
ride,23,124,147,0.1564625850340136,0.8435374149659864,0.6992146771746426,True,0.8435374149659864,0.14432273779134386
or,1201,509,1710,0.7023391812865497,0.2976608187134503,0.5584092922865672,True,0.7023391812865497,0.1439298889999825
sour,46,0,46,1.0,0.0,0.8561238694326118,True,1.0,0.14387613056738824
unlikable,46,0,46,1.0,0.0,0.8561238694326118,True,1.0,0.14387613056738824
splendid,0,46,46,0.0,1.0,0.8561238694326118,True,1.0,0.14387613056738824
vividly,0,46,46,0.0,1.0,0.8561238694326118,True,1.0,0.14387613056738824
hopeful,0,46,46,0.0,1.0,0.8561238694326118,True,1.0,0.14387613056738824
eloquent,1,50,51,0.0196078431372549,0.9803921568627451,0.8382165937147428,True,0.9803921568627451,0.14217556314800228
plotting,50,1,51,0.9803921568627451,0.0196078431372549,0.8382165937147428,True,0.9803921568627451,0.14217556314800228
oddly,4,62,66,0.06060606060606061,0.9393939393939394,0.7973089831752984,True,0.9393939393939394,0.14208495621864103
clichés,105,17,122,0.860655737704918,0.13934426229508196,0.7186754777504292,True,0.860655737704918,0.14198025995448882
deeply,38,164,202,0.18811881188118812,0.8118811881188119,0.6699434046367366,True,0.8118811881188119,0.1419377834820753
right,68,240,308,0.22077922077922077,0.7792207792207793,0.6376273162333153,True,0.7792207792207793,0.141593462987464
wasted,69,6,75,0.92,0.08,0.7789005480444997,True,0.92,0.14109945195550033
fine,34,152,186,0.1827956989247312,0.8172043010752689,0.677102025110371,True,0.8172043010752689,0.14010227596489788
french,26,130,156,0.16666666666666666,0.8333333333333334,0.6933827359095099,True,0.8333333333333334,0.13995059742382343
imaginative,7,72,79,0.08860759493670886,0.9113924050632911,0.7717480608495594,True,0.9113924050632911,0.13964434421373173
nothing,375,127,502,0.7470119521912351,0.25298804780876494,0.6078023283003684,True,0.7470119521912351,0.13920962389086666
unpredictable,1,49,50,0.02,0.98,0.8415820158458045,True,0.98,0.13841798415419548
incoherent,49,1,50,0.98,0.02,0.8415820158458045,True,0.98,0.13841798415419548
unfocused,49,1,50,0.98,0.02,0.8415820158458045,True,0.98,0.13841798415419548
pay,57,3,60,0.95,0.05,0.8118202921947237,True,0.95,0.13817970780527622
quietly,2,53,55,0.03636363636363636,0.9636363636363636,0.8256856732680697,True,0.9636363636363636,0.13795069036829388
modest,2,53,55,0.03636363636363636,0.9636363636363636,0.8256856732680697,True,0.9636363636363636,0.13795069036829388
left,120,23,143,0.8391608391608392,0.16083916083916083,0.7019816802165635,True,0.8391608391608392,0.13717915894427568
editing,60,4,64,0.9375,0.0625,0.8019186996699239,True,0.9375,0.1355813003300761
lacks,113,21,134,0.8432835820895522,0.15671641791044777,0.7086544253899429,True,0.8432835820895522,0.1346291566996093
imax,2,52,54,0.037037037037037035,0.9629629629629629,0.8286874479981837,True,0.9629629629629629,0.13427551496477919
dreary,63,5,68,0.9264705882352942,0.07352941176470588,0.7929041621384075,True,0.9264705882352942,0.13356642609688663
soul,8,73,81,0.09876543209876543,0.9012345679012346,0.7683721774843768,True,0.9012345679012346,0.13286239041685777
breathtaking,0,43,43,0.0,1.0,0.8683373604507394,True,1.0,0.1316626395492606
color,3,55,58,0.05172413793103448,0.9482758620689655,0.8171509397384287,True,0.9482758620689655,0.13112492233053685
glimpse,3,55,58,0.05172413793103448,0.9482758620689655,0.8171509397384287,True,0.9482758620689655,0.13112492233053685
buoyant,2,51,53,0.03773584905660377,0.9622641509433962,0.8317737828265249,True,0.9622641509433962,0.1304903681168713
history,57,202,259,0.22007722007722008,0.7799227799227799,0.6500825214122298,True,0.7799227799227799,0.12984025851055014
our,75,244,319,0.23510971786833856,0.7648902821316614,0.6352336150901761,True,0.7648902821316614,0.12965666704148537
stale,75,9,84,0.8928571428571429,0.10714285714285714,0.7635362466590601,True,0.8928571428571429,0.12932089619808285
10,65,6,71,0.9154929577464789,0.08450704225352113,0.7866492600272034,True,0.9154929577464789,0.1288436977192755
ludicrous,58,4,62,0.9354838709677419,0.06451612903225806,0.8067497056145017,True,0.9354838709677419,0.12873416535324023
creates,4,58,62,0.06451612903225806,0.9354838709677419,0.8067497056145017,True,0.9354838709677419,0.12873416535324023
quirky,38,154,192,0.19791666666666666,0.8020833333333334,0.6743128425278123,True,0.8020833333333334,0.12777049080552105
unpleasant,54,3,57,0.9473684210526315,0.05263157894736842,0.8199208695326539,True,0.9473684210526315,0.12744755151997766
perspective,3,54,57,0.05263157894736842,0.9473684210526315,0.8199208695326539,True,0.9473684210526315,0.12744755151997766
preachy,42,0,42,1.0,0.0,0.8726965342021439,True,1.0,0.12730346579785612
nowhere,42,0,42,1.0,0.0,0.8726965342021439,True,1.0,0.12730346579785612
stirring,0,42,42,0.0,1.0,0.8726965342021439,True,1.0,0.12730346579785612
